;name;age;height;weight;season
2053;Jim McIlvaine;28.0;215.9;108.86208;2000-01
2054;Jim Jackson;30.0;198.12;99.79024;2000-01
2055;Jerry Stackhouse;26.0;198.12;98.88305600000001;2000-01
2056;Jerome Williams;28.0;205.74;93.439952;2000-01
2057;Walt Williams;31.0;203.2;104.32616;2000-01
2058;Jerome Moiso;23.0;208.28;105.23334399999999;2000-01
2059;Kendall Gill;33.0;195.58;97.975872;2000-01
2060;Kenny Anderson;30.0;185.42;76.203456;2000-01
2061;Kenny Thomas;23.0;203.2;117.93392;2000-01
2062;Kenyon Martin;23.0;205.74;104.32616;2000-01
2063;Lorenzen Wright;25.0;210.82;108.86208;2000-01
2064;Lindsey Hunter;30.0;187.96;90.7184;2000-01
2065;Lee Nailon;26.0;203.2;109.315672;2000-01
2066;Lawrence Funderburke;30.0;205.74;104.32616;2000-01
2067;Lavor Postell;23.0;195.58;92.98635999999999;2000-01
2068;Latrell Sprewell;30.0;195.58;86.18248;2000-01
2069;Larry Robinson;33.0;190.5;81.64656;2000-01
2070;Larry Johnson;32.0;200.66;106.59411999999999;2000-01
2071;Larry Hughes;22.0;195.58;83.46092800000001;2000-01
2072;Laron Profit;23.0;195.58;92.532768;2000-01
2073;Lari Ketner;24.0;205.74;125.64498400000001;2000-01
2074;Luc Longley;32.0;218.44;120.20188;2000-01
2075;Lamond Murray;28.0;200.66;107.047712;2000-01
2076;LaPhonso Ellis;31.0;203.2;108.86208;2000-01
2077;Kurt Thomas;28.0;205.74;104.32616;2000-01
2078;Kornel David;29.0;205.74;104.32616;2000-01
2079;Kobe Bryant;22.0;200.66;95.25432;2000-01
2080;Khalid El-Amin;22.0;177.8;90.7184;2000-01
2081;Keyon Dooling;21.0;195.58;87.543256;2000-01
2082;Kevin Willis;38.0;213.36;111.13004;2000-01
2083;Kevin Ollie;28.0;187.96;88.45044;2000-01
2084;Kevin Garnett;25.0;210.82;99.79024;2000-01
2085;Kevin Edwards;35.0;190.5;95.25432;2000-01
2086;Keon Clark;26.0;210.82;100.243832;2000-01
2087;Lamar Odom;21.0;208.28;96.615096;2000-01
2088;Paul Pierce;23.0;198.12;104.32616;2000-01
2089;Mamadou Ndiaye;26.0;213.36;115.66596000000001;2000-01
2090;Todd Fuller;26.0;210.82;115.66596000000001;2000-01
2091;Todd MacCulloch;25.0;213.36;115.66596000000001;2000-01
2092;Todd Day;31.0;198.12;85.275296;2000-01
2093;Tim Thomas;24.0;208.28;104.32616;2000-01
2094;Tim James;24.0;200.66;96.16150400000001;2000-01
2095;Tim Hardaway;34.0;182.88;88.45044;2000-01
2096;Tim Duncan;25.0;213.36;117.93392;2000-01
2097;Theo Ratliff;28.0;208.28;102.0582;2000-01
2098;Terry Porter;38.0;190.5;92.98635999999999;2000-01
2099;Terry Mills;33.0;208.28;104.32616;2000-01
2100;Terry Davis;34.0;208.28;122.46983999999999;2000-01
2101;Terrell Brandon;31.0;180.34;78.471416;2000-01
2102;Terrance Roberson;24.0;200.66;97.52228000000001;2000-01
2103;Tariq Abdul-Wahad;26.0;198.12;101.151016;2000-01
2104;Stromile Swift;21.0;205.74;102.0582;2000-01
2105;Steve Nash;27.0;190.5;88.45044;2000-01
2106;Steve Kerr;35.0;190.5;81.64656;2000-01
2107;Steve Goodrich;25.0;208.28;99.79024;2000-01
2108;Steve Francis;24.0;190.5;87.543256;2000-01
2109;Stephon Marbury;24.0;187.96;81.64656;2000-01
2110;Stephen Jackson;23.0;203.2;98.88305600000001;2000-01
2111;Stacey Augmon;32.0;203.2;92.98635999999999;2000-01
2112;Soumaila Samake;23.0;213.36;101.604608;2000-01
2113;Slava Medvedenko;22.0;208.28;113.398;2000-01
2114;Tom Gugliotta;31.0;208.28;108.86208;2000-01
2115;Tom Hammonds;34.0;205.74;97.52228000000001;2000-01
2116;Toni Kukoc;32.0;210.82;106.59411999999999;2000-01
2117;Tony Battie;25.0;210.82;108.86208;2000-01
2118;Voshon Lenard;28.0;193.04;92.98635999999999;2000-01
2119;Vonteego Cummings;25.0;190.5;86.18248;2000-01
2120;Peja Stojakovic;24.0;205.74;103.872568;2000-01
2121;Vladimir Stepania;25.0;213.36;107.047712;2000-01
2122;Vlade Divac;33.0;215.9;117.93392;2000-01
2123;Vitaly Potapenko;26.0;208.28;129.27372;2000-01
2124;Vinny Del Negro;34.0;193.04;90.7184;2000-01
2125;Vince Carter;24.0;198.12;102.0582;2000-01
2126;Vin Baker;29.0;210.82;113.398;2000-01
2127;Vernon Maxwell;35.0;193.04;86.18248;2000-01
2128;Tyus Edney;28.0;177.8;75.296272;2000-01
2129;Sherman Douglas;34.0;182.88;81.64656;2000-01
2130;Tyronn Lue;24.0;182.88;80.73937600000001;2000-01
2131;Tyrone Hill;33.0;205.74;113.398;2000-01
2132;Tyrone Corbin;38.0;198.12;95.25432;2000-01
2133;Troy Hudson;25.0;185.42;77.11064;2000-01
2134;Travis Knight;26.0;213.36;106.59411999999999;2000-01
2135;Travis Best;28.0;180.34;83.46092800000001;2000-01
2136;Trajan Langdon;25.0;190.5;89.357624;2000-01
2137;Tracy Murray;29.0;200.66;103.418976;2000-01
2138;Tracy McGrady;22.0;203.2;95.25432;2000-01
2139;Tony Smith;33.0;190.5;83.91452;2000-01
2140;Tony Massenburg;33.0;205.74;113.398;2000-01
2141;Tony Delk;27.0;187.96;85.728888;2000-01
2142;Tyrone Nesby;25.0;198.12;111.13004;2000-01
2143;Shawnelle Scott;29.0;210.82;113.398;2000-01
2144;Steven Smith;32.0;203.2;100.243832;2000-01
2145;Shawn Kemp;31.0;208.28;127.00576000000001;2000-01
2146;Rodney Buford;23.0;195.58;85.728888;2000-01
2147;Rod Strickland;34.0;190.5;83.91452;2000-01
2148;Robert Traylor;24.0;203.2;131.088088;2000-01
2149;Robert Pack;32.0;187.96;86.18248;2000-01
2150;Robert Horry;30.0;208.28;106.59411999999999;2000-01
2151;Ricky Davis;21.0;200.66;89.357624;2000-01
2152;Rick Fox;31.0;200.66;109.769264;2000-01
2153;Rick Brunson;29.0;193.04;86.18248;2000-01
2154;Shawn Marion;23.0;200.66;97.52228000000001;2000-01
2155;Reggie Slater;30.0;200.66;115.66596000000001;2000-01
2156;Reggie Miller;35.0;200.66;91.625584;2000-01
2157;Ray Allen;25.0;195.58;92.98635999999999;2000-01
2158;Rasho Nesterovic;25.0;213.36;113.398;2000-01
2159;Rasheed Wallace;26.0;210.82;104.32616;2000-01
2160;Rashard Lewis;21.0;208.28;97.52228000000001;2000-01
2161;Randy Livingston;26.0;193.04;95.25432;2000-01
2162;Randy Brown;33.0;187.96;86.18248;2000-01
2163;Raja Bell;24.0;195.58;92.532768;2000-01
2164;Rafer Alston;24.0;187.96;78.471416;2000-01
2165;Raef LaFrentz;25.0;210.82;108.86208;2000-01
2166;Quincy Lewis;24.0;200.66;97.52228000000001;2000-01
2167;Quentin Richardson;21.0;198.12;101.151016;2000-01
2168;Popeye Jones;31.0;203.2;113.398;2000-01
2169;Pervis Ellison;34.0;205.74;95.25432;2000-01
2170;Pepe Sanchez;24.0;193.04;88.45044;2000-01
2171;Rodney Rogers;30.0;200.66;115.66596000000001;2000-01
2172;Ron Harper;37.0;198.12;97.52228000000001;2000-01
2173;Richard Hamilton;23.0;198.12;83.91452;2000-01
2174;Roshown McLeod;25.0;203.2;100.243832;2000-01
2175;Ron Mercer;25.0;200.66;95.25432;2000-01
2176;Shareef Abdur-Rahim;24.0;205.74;104.32616;2000-01
2177;Shaquille ONeal;29.0;215.9;142.88148;2000-01
2178;Shandon Anderson;27.0;198.12;95.25432;2000-01
2179;Shammond Williams;26.0;185.42;91.171992;2000-01
2180;Sean Rooks;31.0;208.28;117.93392;2000-01
2181;Sean Elliott;33.0;203.2;99.79024;2000-01
2182;Sean Colson;25.0;182.88;79.3786;2000-01
2183;Scottie Pippen;35.0;200.66;103.418976;2000-01
2184;Scott Williams;33.0;208.28;104.32616;2000-01
2185;Scott Padgett;25.0;205.74;108.86208;2000-01
2186;Shawn Bradley;29.0;228.6;120.20188;2000-01
2187;Scot Pollard;26.0;210.82;120.20188;2000-01
2188;Scott Burrell;30.0;200.66;98.88305600000001;2000-01
2189;Ruben Patterson;25.0;195.58;101.604608;2000-01
2190;Ruben Wolkowyski;27.0;208.28;122.46983999999999;2000-01
2191;Ryan Bowen;25.0;200.66;99.79024;2000-01
2192;Sam Cassell;31.0;190.5;83.91452;2000-01
2193;Ruben Garces;27.0;205.74;111.13004;2000-01
2194;Sam Mitchell;37.0;200.66;97.52228000000001;2000-01
2195;Sam Perkins;40.0;205.74;117.93392;2000-01
2196;Samaki Walker;25.0;205.74;117.93392;2000-01
2197;Sam Jacobson;25.0;193.04;97.52228000000001;2000-01
2198;Milt Palacio;24.0;190.5;88.45044;2001-02
2199;Michael Olowokandi;27.0;213.36;122.46983999999999;2001-02
2200;Mikki Moore;26.0;213.36;104.32616;2001-02
2201;Mike Penberthy;27.0;190.5;81.64656;2001-02
2202;Mike Miller;22.0;203.2;98.88305600000001;2001-02
2203;Mike James;27.0;187.96;86.18248;2001-02
2204;Mike Bibby;24.0;185.42;86.18248;2001-02
2205;Michael Stewart;27.0;208.28;104.32616;2001-02
2206;Michael Ruffin;25.0;203.2;112.490816;2001-02
2207;Michael Redd;22.0;198.12;99.79024;2001-02
2208;Michael Jordan;39.0;198.12;97.975872;2001-02
2209;Metta World Peace;22.0;200.66;111.58363200000001;2001-02
2210;Michael Doleac;25.0;210.82;118.841104;2001-02
2211;Michael Dickerson;27.0;195.58;86.18248;2001-02
2212;Michael Curry;33.0;195.58;95.25432;2001-02
2213;Michael Bradley;23.0;205.74;102.965384;2001-02
2214;Mengke Bateer;26.0;210.82;131.54168;2001-02
2215;Maurice Evans;23.0;195.58;99.79024;2001-02
2216;Matt Harpring;26.0;200.66;104.779752;2001-02
2217;Matt Geiger;32.0;205.74;110.22285600000001;2001-02
2218;Mateen Cleaves;24.0;187.96;92.98635999999999;2001-02
2219;Matt Bullard;35.0;208.28;97.52228000000001;2001-02
2220;Mitch Richmond;37.0;195.58;99.79024;2001-02
2221;Michael Finley;29.0;200.66;97.52228000000001;2001-02
2222;Mitchell Butler;31.0;195.58;97.975872;2001-02
2223;John Crotty;32.0;185.42;83.91452;2001-02
2224;Moochie Norris;28.0;185.42;79.3786;2001-02
2225;Rafer Alston;25.0;187.96;77.56423199999999;2001-02
2226;Mark Strickland;31.0;208.28;99.79024;2001-02
2227;Raef LaFrentz;26.0;210.82;111.13004;2001-02
2228;Quincy Lewis;25.0;200.66;97.52228000000001;2001-02
2229;Quentin Richardson;22.0;198.12;101.151016;2001-02
2230;Primoz Brezec;22.0;215.9;110.22285600000001;2001-02
2231;Predrag Drobnjak;26.0;210.82;123.377024;2001-02
2232;Popeye Jones;32.0;203.2;113.398;2001-02
2233;Peja Stojakovic;25.0;205.74;103.872568;2001-02
2234;Paul Pierce;24.0;198.12;104.32616;2001-02
2235;Pau Gasol;21.0;213.36;102.965384;2001-02
2236;Monty Williams;30.0;203.2;102.0582;2001-02
2237;Patrick Ewing;39.0;213.36;115.66596000000001;2001-02
2238;P.J. Brown;32.0;210.82;108.40848799999999;2001-02
2239;Othella Harrington;28.0;205.74;106.59411999999999;2001-02
2240;Oscar Torres;25.0;198.12;95.25432;2001-02
2241;Olumide Oyedeji;21.0;208.28;115.66596000000001;2001-02
2242;Obinna Ekezie;26.0;205.74;122.46983999999999;2001-02
2243;Norman Richardson;24.0;195.58;90.7184;2001-02
2244;Nick Van Exel;30.0;185.42;88.45044;2001-02
2245;Nick Anderson;34.0;198.12;92.98635999999999;2001-02
2246;Nazr Mohammed;24.0;208.28;113.398;2001-02
2247;Morris Peterson;24.0;200.66;98.88305600000001;2001-02
2248;Mookie Blaylock;35.0;182.88;81.64656;2001-02
2249;Pat Garrity;25.0;205.74;107.95489599999999;2001-02
2250;Mark Pope;29.0;208.28;106.59411999999999;2001-02
2251;John Starks;36.0;195.58;86.18248;2001-02
2252;Mark Jackson;37.0;190.5;88.45044;2001-02
2253;Kevin Ollie;29.0;187.96;88.45044;2001-02
2254;Kevin Garnett;26.0;210.82;99.79024;2001-02
2255;Kerry Kittles;28.0;195.58;81.64656;2001-02
2256;Keon Clark;27.0;210.82;100.243832;2001-02
2257;Kenyon Martin;24.0;205.74;106.140528;2001-02
2258;Kenny Thomas;24.0;200.66;111.13004;2001-02
2259;Kenny Satterfield;21.0;185.42;79.83219199999998;2001-02
2260;Kenny Anderson;31.0;185.42;76.203456;2001-02
2261;Kendall Gill;34.0;195.58;97.52228000000001;2001-02
2262;Kelvin Cato;27.0;210.82;115.66596000000001;2001-02
2263;Keith Van Horn;26.0;208.28;115.66596000000001;2001-02
2264;Kedrick Brown;21.0;200.66;100.697424;2001-02
2265;Karl Malone;38.0;205.74;116.119552;2001-02
2266;Juwan Howard;29.0;205.74;113.398;2001-02
2267;Jumaine Jones;23.0;203.2;98.88305600000001;2001-02
2268;Jud Buechler;34.0;198.12;103.418976;2001-02
2269;Joseph Forte;21.0;193.04;87.996848;2001-02
2270;Jonathan Bender;21.0;213.36;99.336648;2001-02
2271;Jon Barry;32.0;195.58;95.25432;2001-02
2272;Johnny Newman;38.0;200.66;95.25432;2001-02
2273;John Wallace;28.0;205.74;102.0582;2001-02
2274;John Stockton;40.0;185.42;79.3786;2001-02
2275;Raja Bell;25.0;195.58;92.532768;2001-02
2276;Kevin Willis;39.0;213.36;111.13004;2001-02
2277;Keyon Dooling;22.0;190.5;88.904032;2001-02
2278;Kirk Haston;23.0;205.74;109.769264;2001-02
2279;Kobe Bryant;23.0;200.66;95.25432;2001-02
2280;Mark Bryant;37.0;205.74;113.398;2001-02
2281;Mark Blount;26.0;213.36;113.398;2001-02
2282;Marcus Fizer;23.0;205.74;118.841104;2001-02
2283;Marcus Camby;28.0;210.82;106.59411999999999;2001-02
2284;Marc Jackson;27.0;208.28;122.46983999999999;2001-02
2285;Mamadou Ndiaye;27.0;213.36;115.66596000000001;2001-02
2286;Malik Rose;27.0;200.66;115.66596000000001;2001-02
2287;Malik Allen;24.0;208.28;115.66596000000001;2001-02
2288;Lucious Harris;31.0;195.58;92.98635999999999;2001-02
2289;Lorenzen Wright;26.0;210.82;108.86208;2001-02
2290;Loren Woods;24.0;215.9;111.58363200000001;2001-02
2291;Mark Madsen;26.0;205.74;107.047712;2001-02
2292;Lindsey Hunter;31.0;187.96;88.45044;2001-02
2293;Lee Nailon;27.0;205.74;107.95489599999999;2001-02
2294;Lawrence Funderburke;31.0;205.74;104.32616;2001-02
2295;Lavor Postell;24.0;195.58;97.52228000000001;2001-02
2296;Latrell Sprewell;31.0;195.58;88.45044;2001-02
2297;Larry Robinson;34.0;190.5;81.64656;2001-02
2298;Larry Hughes;23.0;195.58;83.46092800000001;2001-02
2299;Lamond Murray;29.0;200.66;107.047712;2001-02
2300;Lamar Odom;22.0;208.28;100.243832;2001-02
2301;LaPhonso Ellis;32.0;203.2;108.86208;2001-02
2302;Kwame Brown;20.0;210.82;110.22285600000001;2001-02
2303;Kurt Thomas;29.0;205.74;106.59411999999999;2001-02
2304;Leon Smith;21.0;208.28;106.59411999999999;2001-02
2305;Randy Brown;34.0;187.96;86.18248;2001-02
2306;Zendon Hamilton;27.0;210.82;115.212368;2001-02
2307;Rashard Lewis;22.0;208.28;97.52228000000001;2001-02
2308;Tremaine Fowlkes;26.0;203.2;99.79024;2001-02
2309;Travis Knight;27.0;213.36;106.59411999999999;2001-02
2310;Travis Best;29.0;180.34;82.10015200000001;2001-02
2311;Trajan Langdon;26.0;190.5;89.357624;2001-02
2312;Tracy Murray;30.0;200.66;103.418976;2001-02
2313;Tracy McGrady;23.0;203.2;95.25432;2001-02
2314;Tony Parker;20.0;187.96;80.28578399999998;2001-02
2315;Tony Massenburg;34.0;205.74;113.398;2001-02
2316;Tony Delk;28.0;187.96;85.728888;2001-02
2317;Tony Battie;26.0;210.82;108.86208;2001-02
2318;Toni Kukoc;33.0;210.82;106.59411999999999;2001-02
2319;Tom Gugliotta;32.0;208.28;108.86208;2001-02
2320;Todd MacCulloch;26.0;213.36;127.00576000000001;2001-02
2321;Tim Thomas;25.0;208.28;108.86208;2001-02
2322;Tim James;25.0;200.66;96.16150400000001;2001-02
2323;Tim Hardaway;35.0;182.88;88.45044;2001-02
2324;Tim Duncan;26.0;213.36;117.93392;2001-02
2325;Tierre Brown;23.0;187.96;85.728888;2001-02
2326;Theo Ratliff;29.0;208.28;104.32616;2001-02
2327;Terry Porter;39.0;190.5;92.98635999999999;2001-02
2328;Terrell Brandon;32.0;180.34;78.471416;2001-02
2329;Terence Morris;23.0;205.74;100.243832;2001-02
2330;Tariq Abdul-Wahad;27.0;198.12;101.151016;2001-02
2331;Trenton Hassell;23.0;195.58;90.7184;2001-02
2332;Troy Hudson;26.0;185.42;77.11064;2001-02
2333;Troy Murphy;22.0;210.82;111.13004;2001-02
2334;Tyrone Hill;34.0;205.74;113.398;2001-02
2335;John Amaechi;31.0;208.28;122.46983999999999;2001-02
2336;Zydrunas Ilgauskas;27.0;220.98;117.93392;2001-02
2337;Zeljko Rebraca;30.0;213.36;116.573144;2001-02
2338;Zach Randolph;20.0;205.74;122.46983999999999;2001-02
2339;William Avery;22.0;187.96;89.357624;2001-02
2340;Will Solomon;23.0;185.42;83.91452;2001-02
2341;Wesley Person;31.0;198.12;90.7184;2001-02
2342;Wang Zhi-zhi;24.0;215.9;99.79024;2001-02
2343;Walter McCarty;28.0;208.28;104.32616;2001-02
2344;Walt Williams;32.0;203.2;104.32616;2001-02
2345;Wally Szczerbiak;25.0;200.66;110.676448;2001-02
2346;Tang Hamilton;24.0;203.2;99.79024;2001-02
2347;Voshon Lenard;29.0;193.04;92.98635999999999;2001-02
2348;Vladimir Stepania;26.0;213.36;107.047712;2001-02
2349;Vladimir Radmanovic;21.0;208.28;106.140528;2001-02
2350;Vlade Divac;34.0;215.9;117.93392;2001-02
2351;Vitaly Potapenko;27.0;208.28;129.27372;2001-02
2352;Vinny Del Negro;35.0;193.04;83.91452;2001-02
2353;Vince Carter;25.0;198.12;102.0582;2001-02
2354;Vin Baker;30.0;210.82;113.398;2001-02
2355;Victor Alexander;32.0;208.28;120.20188;2001-02
2356;Tyson Chandler;19.0;215.9;106.59411999999999;2001-02
2357;Tyronn Lue;25.0;182.88;80.73937600000001;2001-02
2358;Tyrone Nesby;26.0;198.12;111.13004;2001-02
2359;Vonteego Cummings;26.0;190.5;86.18248;2001-02
2360;Stromile Swift;22.0;205.74;102.0582;2001-02
2361;Steven Smith;33.0;203.2;100.243832;2001-02
2362;Steven Hunter;20.0;208.28;101.604608;2001-02
2363;Sam Cassell;32.0;190.5;83.91452;2001-02
2364;Ryan Bowen;26.0;205.74;102.965384;2001-02
2365;Rusty LaRue;28.0;190.5;83.91452;2001-02
2366;Ruben Patterson;26.0;195.58;101.604608;2001-02
2367;Ruben Boumtje-Boumtje;24.0;213.36;111.13004;2001-02
2368;Ron Mercer;26.0;200.66;95.25432;2001-02
2369;Rodney White;22.0;205.74;107.95489599999999;2001-02
2370;Rodney Rogers;31.0;200.66;115.66596000000001;2001-02
2371;Rodney Buford;24.0;195.58;85.728888;2001-02
2372;Rod Strickland;35.0;190.5;83.91452;2001-02
2373;Robert Traylor;25.0;203.2;128.820128;2001-02
2374;Sam Mack;32.0;200.66;99.79024;2001-02
2375;Robert Pack;33.0;187.96;86.18248;2001-02
2376;Ricky Davis;22.0;200.66;89.357624;2001-02
2377;Rick Fox;32.0;200.66;109.769264;2001-02
2378;Rick Brunson;30.0;193.04;86.18248;2001-02
2379;Richard Jefferson;22.0;200.66;100.697424;2001-02
2380;Richard Hamilton;24.0;200.66;87.543256;2001-02
2381;Reggie Slater;31.0;200.66;115.66596000000001;2001-02
2382;Reggie Miller;36.0;200.66;88.45044;2001-02
2383;Ray Allen;26.0;195.58;92.98635999999999;2001-02
2384;Ratko Varda;23.0;215.9;117.93392;2001-02
2385;Rasho Nesterovic;26.0;213.36;112.490816;2001-02
2386;Rasheed Wallace;27.0;210.82;102.0582;2001-02
2387;Robert Horry;31.0;208.28;106.59411999999999;2001-02
2388;Randy Livingston;27.0;193.04;94.800728;2001-02
2389;Sam Mitchell;38.0;200.66;97.52228000000001;2001-02
2390;Samuel Dalembert;22.0;210.82;113.398;2001-02
2391;Steve Nash;28.0;190.5;88.45044;2001-02
2392;Steve Kerr;36.0;190.5;81.64656;2001-02
2393;Steve Goodrich;26.0;208.28;99.79024;2001-02
2394;Steve Francis;25.0;190.5;88.45044;2001-02
2395;Stephon Marbury;25.0;187.96;81.64656;2001-02
2396;Stephen Jackson;24.0;203.2;98.88305600000001;2001-02
2397;Stacey Augmon;33.0;203.2;96.615096;2001-02
2398;Speedy Claxton;24.0;180.34;75.296272;2001-02
2399;Slava Medvedenko;23.0;208.28;113.398;2001-02
2400;Shawnelle Scott;30.0;208.28;113.398;2001-02
2401;Shawn Marion;24.0;200.66;97.52228000000001;2001-02
2402;Samaki Walker;26.0;205.74;117.93392;2001-02
2403;Shawn Kemp;32.0;208.28;127.00576000000001;2001-02
2404;Shareef Abdur-Rahim;25.0;205.74;104.32616;2001-02
2405;Shaquille ONeal;30.0;215.9;142.88148;2001-02
2406;Shane Battier;23.0;203.2;99.79024;2001-02
2407;Shandon Anderson;28.0;198.12;95.25432;2001-02
2408;Shammond Williams;27.0;185.42;91.171992;2001-02
2409;Sean Rooks;32.0;208.28;117.93392;2001-02
2410;Sean Marks;26.0;208.28;113.398;2001-02
2411;Scottie Pippen;36.0;200.66;103.418976;2001-02
2412;Scott Williams;34.0;208.28;111.13004;2001-02
2413;Scott Padgett;26.0;205.74;108.86208;2001-02
2414;Scot Pollard;27.0;210.82;120.20188;2001-02
2415;Shawn Bradley;30.0;228.6;120.20188;2001-02
2416;Joel Przybilla;22.0;215.9;115.66596000000001;2001-02
2417;Aaron Williams;30.0;205.74;108.86208;2001-02
2418;Joe Johnson;21.0;200.66;102.0582;2001-02
2419;Chucky Atkins;27.0;180.34;72.57472;2001-02
2420;Christian Laettner;32.0;210.82;111.13004;2001-02
2421;Chris Whitney;30.0;182.88;79.3786;2001-02
2422;Chris Webber;29.0;208.28;111.13004;2001-02
2423;Chris Mills;32.0;200.66;99.79024;2001-02
2424;Chris Mihm;22.0;213.36;120.20188;2001-02
2425;Chris Gatling;34.0;208.28;99.79024;2001-02
2426;Chris Dudley;37.0;210.82;117.93392;2001-02
2427;Chris Crawford;27.0;205.74;106.59411999999999;2001-02
2428;Chris Childs;34.0;190.5;88.45044;2001-02
2429;Chris Andersen;23.0;208.28;104.32616;2001-02
2430;Cherokee Parks;29.0;210.82;108.86208;2001-02
2431;Chauncey Billups;25.0;190.5;91.625584;2001-02
2432;Charlie Ward;31.0;187.96;83.91452;2001-02
2433;Charlie Bell;23.0;190.5;90.7184;2001-02
2434;Charles Smith;26.0;193.04;87.996848;2001-02
2435;Charles Oakley;38.0;205.74;111.13004;2001-02
2436;Cedric Henderson;27.0;200.66;102.0582;2001-02
2437;Carlos Rogers;31.0;210.82;105.23334399999999;2001-02
2438;Carlos Arroyo;22.0;187.96;91.625584;2001-02
2439;Calvin Booth;26.0;210.82;104.779752;2001-02
2440;Calbert Cheaney;30.0;200.66;98.429464;2001-02
2441;Cal Bowdler;25.0;208.28;114.758776;2001-02
2442;Chucky Brown;34.0;203.2;99.79024;2001-02
2443;Clar. Weatherspoon;31.0;200.66;122.46983999999999;2001-02
2444;Clifford Robinson;35.0;208.28;102.0582;2001-02
2445;Corey Maggette;22.0;198.12;103.418976;2001-02
2446;DeShawn Stevenson;21.0;195.58;95.25432;2001-02
2447;DeSagana Diop;20.0;213.36;136.0776;2001-02
2448;David Wesley;31.0;185.42;92.079176;2001-02
2449;David Robinson;36.0;215.9;113.398;2001-02
2450;Darvin Ham;28.0;200.66;104.32616;2001-02
2451;Darrick Martin;31.0;180.34;77.11064;2001-02
2452;Darrell Armstrong;34.0;185.42;81.64656;2001-02
2453;Darius Miles;20.0;205.74;95.25432;2001-02
2454;Danny Manning;36.0;208.28;106.140528;2001-02
2455;Danny Fortson;26.0;203.2;117.93392;2001-02
2456;Danny Ferry;35.0;208.28;106.59411999999999;2001-02
2457;Bryon Russell;31.0;200.66;102.0582;2001-02
2458;Daniel Santiago;26.0;215.9;116.119552;2001-02
2459;Dan Majerle;36.0;198.12;100.697424;2001-02
2460;Dan Langhi;24.0;210.82;99.79024;2001-02
2461;Damone Brown;23.0;203.2;91.625584;2001-02
2462;Damon Stoudamire;28.0;177.8;77.56423199999999;2001-02
